id,user_id,pergunta_usuario,resposta_bot,similaridade,timestamp
1,1968606600,onde fica?,"A Administração Regional de São Sebastião (RA XIV) está localizada na Quadra 101, Área Especial S/N, Residencial Oeste, São Sebastião, DF.",0.6831290410346411,2025-06-13 23:32:44.679419
2,1968606600,eventos,"Sim, geralmente é necessário um alvará ou licença para eventos, emitido pela Administração Regional de São Sebastião, dependendo da natureza e porte do evento.",0.5136913753314956,2025-06-13 23:33:39.275708
